path,status,owner,note,original_size,mobile_size,original_sha256,mobile_sha256
addons/fmod/icons/d_parameter_icon.svg.import,MOD,runtime,native/plugin dependency,977,1093,a17303ce37b8c5320f5429a7daeea072a54c4d14bf1a8458eaa157943fe59cc5,60b5223380fe40fc724368030b1b0e43394855d177a02fd224e5bb8aad1e567a
addons/fmod/icons/event_icon.svg,MOD,runtime,native/plugin dependency,13339,1159,f985cf5f6064201762fa148a33801c7068e70d054ace6d2960c07b47ff339d6c,9f20160ba866c11c277239ac233b451a9c3603493b493414405d2ae4ca107a43
addons/fmod/icons/event_icon.svg.import,MOD,runtime,native/plugin dependency,959,1075,9735e9ba6a2e8b6f6c7d0cb5093a4b4f3b128da61cbe6a57626fd7580b44ce0a,6554b9917061be6868d33cca4e0963de734f1bdf6349124c3ae92dde301c32e7
addons/fmod/icons/fmod_emitter.png,MOD,runtime,native/plugin dependency,1498,535,061a4b8ed1551d5652b1ffb0c846b52ee8c7220706b7e0bad1867f81e8b79e80,37f711e44a8e20ef12568b84c78e0c93721c01065f36ea7544aef71ffec6ea7c
addons/fmod/icons/fmod_emitter.png.import,MOD,runtime,native/plugin dependency,840,958,3be6d57cccc1a4b0e9fda7da0a3a6ba2b22cb9cf2ba0b902e1e8732545e15384,3fc82679fd28a664272103ca8a53c327223aa81bb1783c0f78a0c7643af226c5
addons/fmod/icons/fmod_icon.svg,MOD,runtime,native/plugin dependency,14795,4481,97053e1dcbd8fc87ea1bc73dad982f3bda26a84559d38b1f755a31b5bb57535a,734e563ba529e5b4d1954297a102e810e0f05a6959b4714398168a39345cb659
addons/fmod/icons/fmod_icon.svg.import,MOD,runtime,native/plugin dependency,956,1072,087724ee38a5c8862d34a3fee3660e2b0e8e30d2f5446645dafb1a7a3c3d4ecd,cc08ae07957b5b2199970eb18b36e1c6045b1bda446d0807fb4a1e05a6c44aca
addons/fmod/icons/snapshot_icon.svg,MOD,runtime,native/plugin dependency,15101,1162,439ac62264fad2b00cf8ac9cf764f396769afe66ca622dfc66b4fb57936354ed,16750974a44374711fea653929148cfd6f27c42d0629f1672b1595601443d620
addons/fmod/icons/snapshot_icon.svg.import,MOD,runtime,native/plugin dependency,968,1084,cd703bd14474adcfad740e5f63623c7c8097d4838e845c61bdd889f33eef9f4f,c88ddaaedeb473177cf31cf94289d80010b88969a68a0fb2770713f35f151eae
addons/fmod/icons/vca_icon.svg,MOD,runtime,native/plugin dependency,25629,1649,ad644904452d6dad3f23eb5c6dad7bd5ee8704105b604e130b01bf142d6c50a9,b4c5fb21cce10e19680f3dc9a8da863873e90b188cee302e7fc5de83fb04db07
addons/fmod/icons/vca_icon.svg.import,MOD,runtime,native/plugin dependency,953,1069,5eb5401e29c1c9aee51526676b626ab01f77de7195dcd1300a89c1ffa4ca0cb1,666bbc3e70dae5262f5f9457d034e320a1dd38725f88eb98f3069bfa68eee0b1
addons/fmod/libs/android/arm64/CopyPast_Fmod_Libs_Here.txt,ADD,runtime,native/plugin dependency,,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
addons/fmod/libs/android/arm64/libGodotFmod.android.editor.arm64.so,ADD,runtime,native/plugin dependency,,1935592,,47b0459b66e75b1d0efd8d11092f41894dcffe7f7f94aed3b48cacff5491f578
addons/fmod/libs/android/arm64/libGodotFmod.android.template_debug.arm64.so,ADD,runtime,native/plugin dependency,,1634808,,52403e1be8e04a42c327cdeda2cb14bf2c9d724848973919e782a2bfa4bbd336
addons/fmod/libs/android/arm64/libGodotFmod.android.template_release.arm64.so,ADD,runtime,native/plugin dependency,,1528496,,4e5c2529134ed8424a2958e2ed3825a0383ec9b33ffb853778eddd0174ea68fc
addons/fmod/libs/android/arm64/libfmod.so,ADD,runtime,native/plugin dependency,,1467600,,39b30fa72de6b9abbed0336bc8c40dc00976af9ba3804d84e3ebd49f5a7fc2d6
addons/fmod/libs/android/arm64/libfmodL.so,ADD,runtime,native/plugin dependency,,1654784,,1e52620c1be1b27925cb887ac48b48d71a1056930c34cc288bccd9a5645e6f12
addons/fmod/libs/android/arm64/libfmodstudio.so,ADD,runtime,native/plugin dependency,,1285912,,3b832388b360f29f543652cfa786cd9dde00d1e1960678c999253f7fddfed9f8
addons/fmod/libs/android/arm64/libfmodstudioL.so,ADD,runtime,native/plugin dependency,,1810168,,e9e4a6c55b952e95a5138655408a6f5d59f112f15409b9ec5c200a22cfa8c85f
addons/fmod/libs/android/fmod-debug.aar,ADD,runtime,native/plugin dependency,,15520,,8a698c7c7bfc9cc1838338dd00b7b454933073563a36cc04fff9c8e4106f0c64
addons/fmod/libs/android/fmod-release.aar,ADD,runtime,native/plugin dependency,,15336,,0d57b46e180a301d8d0b80c42b16b22648229f4f3bea02fac4c95ddf1dd902d8
addons/fmod/libs/iOS/CopyPast_Fmod_Libs_Here.txt,ADD,runtime,native/plugin dependency,,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
addons/fmod/libs/iOS/libGodotFmod.ios.template_debug.xcframework/Info.plist,ADD,runtime,native/plugin dependency,,815,,f8fc2b2066633c16d501d8897a93937185159c8611ed9a5606da4f9f93f8447b
addons/fmod/libs/iOS/libGodotFmod.ios.template_debug.xcframework/ios-arm64/libGodotFmod.ios.template_debug.universal.dylib,ADD,runtime,native/plugin dependency,,5378176,,9004d8ad542936cf7230822e692b2351e9a0604be71ecbf53eeb73be9066e3b5
addons/fmod/libs/iOS/libGodotFmod.ios.template_release.xcframework/Info.plist,ADD,runtime,native/plugin dependency,,819,,86485ed25cf219f526fb0431110a60ba597bf7f9b6fe7f4224caa44268fb1f5d
addons/fmod/libs/iOS/libGodotFmod.ios.template_release.xcframework/ios-arm64/libGodotFmod.ios.template_release.universal.dylib,ADD,runtime,native/plugin dependency,,4287112,,8d8d7f7037607615326f63e2ecd00c933bdfe430e95df75b6a6506c46deec3f8
addons/fmod/libs/iOS/libfmodL_appletvos.a,ADD,runtime,native/plugin dependency,,5169040,,083d03b1659f6d329b98799a876f134087da4db7ae689a43173fc5450eecdb2b
addons/fmod/libs/iOS/libfmodL_appletvsimulator.a,ADD,runtime,native/plugin dependency,,5649840,,d984145a0a635506dc9cf670b1dd79d6343f9020316c082827acd3a6eaa7535e
addons/fmod/libs/iOS/libfmodL_iphoneos.a,ADD,runtime,native/plugin dependency,,5169072,,714d7acf79413333c62947fda8fa2a1c0fb75b34d2dba71d29a1dc41cde4ee81
addons/fmod/libs/iOS/libfmodL_iphonesimulator.a,ADD,runtime,native/plugin dependency,,5649840,,16e304546d4137fc7865c329860360a1c2c4ea608aa185b89afe1996138f0666
addons/fmod/libs/iOS/libfmodL_xros.a,ADD,runtime,native/plugin dependency,,5226368,,88e20cb279a3190081f9ee2ba826320376a7790884a543fac6180088b16acf9c
addons/fmod/libs/iOS/libfmodL_xrsimulator.a,ADD,runtime,native/plugin dependency,,5716576,,e76edc84d05d738318d197b28f412f349e64d86d5e453e687cf37f90aba2ab6c
addons/fmod/libs/iOS/libfmod_appletvos.a,ADD,runtime,native/plugin dependency,,4176816,,4a943c3cbfa7e5235fdac7279f476c355650094fa3eb48b6f089b3ff1da473f9
addons/fmod/libs/iOS/libfmod_appletvsimulator.a,ADD,runtime,native/plugin dependency,,4776240,,68b1459528f31eff0039cf903556149f2451fcaa498e26dbe228ae5dc08fedac
addons/fmod/libs/iOS/libfmod_iphoneos.a,ADD,runtime,native/plugin dependency,,4176848,,be71bb8678c9b843029821cf36916ca735a9577e8dc6176fab49bd67f6dd4e14
addons/fmod/libs/iOS/libfmod_iphonesimulator.a,ADD,runtime,native/plugin dependency,,4776232,,cd2235442556857a76d899cb6470a06aa9b12e0e5f8c1f1bd796052f06e8cbfe
addons/fmod/libs/iOS/libfmod_xros.a,ADD,runtime,native/plugin dependency,,4232472,,88806c3584349aeb6d0b3d4de2fab8b883920745df95986eb33b15be7e3c97d9
addons/fmod/libs/iOS/libfmod_xrsimulator.a,ADD,runtime,native/plugin dependency,,4841888,,cbc3279588f7d5656d94b91f71a2842810a737c314082065b668b2f27740648d
addons/fmod/libs/iOS/libfmodstudioL_appletvos.a,ADD,runtime,native/plugin dependency,,10622128,,5386ceef3d237066d094c47a25c8f2035d8c3ef518c0c2be748eb2f05eb29558
addons/fmod/libs/iOS/libfmodstudioL_appletvsimulator.a,ADD,runtime,native/plugin dependency,,10740856,,9262b234b74e529c97cf30cc296cb92b441137c4d49295360749839e466eb300
addons/fmod/libs/iOS/libfmodstudioL_iphoneos.a,ADD,runtime,native/plugin dependency,,10622120,,81d8c469b576c26554e13fffc7f20e072e3504e2411d5dfa2ae2ca0a436f6ac6
addons/fmod/libs/iOS/libfmodstudioL_iphonesimulator.a,ADD,runtime,native/plugin dependency,,10740848,,e810d495ebff42d32728e9551b0271412a7fa0edb58a072e1a964d582eb1617f
addons/fmod/libs/iOS/libfmodstudioL_xros.a,ADD,runtime,native/plugin dependency,,10702968,,f97f7495a59d19672510328ae7fc27e18b35a4a502a0c848a71d04df05158076
addons/fmod/libs/iOS/libfmodstudioL_xrsimulator.a,ADD,runtime,native/plugin dependency,,10796760,,8dad703680bba4787e46d454e2044856004b6a1f0dabadfa3dc776b072950008
addons/fmod/libs/iOS/libfmodstudio_appletvos.a,ADD,runtime,native/plugin dependency,,6056080,,43ab2eda08d1c09a57e1fecdd11d230622913747494f3b87a53b47dd9927c33c
addons/fmod/libs/iOS/libfmodstudio_appletvsimulator.a,ADD,runtime,native/plugin dependency,,6750736,,675e27c1346c5111df2753fcb874ea74aeac1469c301f4961b7b3c6f1e88bd0a
addons/fmod/libs/iOS/libfmodstudio_iphoneos.a,ADD,runtime,native/plugin dependency,,6056072,,93c60a9ec7af616a438e657b178fbed11905a5940e1b397e5e2b5cd728744861
addons/fmod/libs/iOS/libfmodstudio_iphonesimulator.a,ADD,runtime,native/plugin dependency,,6750736,,4c046848c9ea8e5f47da575bb0a1bed581343bba4974a51261c0aaa335d8448b
addons/fmod/libs/iOS/libfmodstudio_xros.a,ADD,runtime,native/plugin dependency,,6125144,,8cd331bfce376e70aa563da181ee4c882b3fc5e3239a0b01f7bc3e19960340a3
addons/fmod/libs/iOS/libfmodstudio_xrsimulator.a,ADD,runtime,native/plugin dependency,,6806152,,0da2e4420ef5ab776f9aaa8a813f4217d71ed48d23dab386569bf6f72fd97a47
addons/fmod/libs/linux/CopyPast_Fmod_Libs_Here.txt,ADD,runtime,native/plugin dependency,,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
addons/fmod/libs/linux/libGodotFmod.linux.editor.x86_64.so,ADD,runtime,native/plugin dependency,,2592768,,5585b3684b8095929174d99d9f0d600cbc867c6f7b3fa41bd83ca117df3c4b6d
addons/fmod/libs/linux/libGodotFmod.linux.template_debug.x86_64.so,ADD,runtime,native/plugin dependency,,2215480,,3b865547ead0531d13dcaafcc205ded8d07c934b4619c36ef80bd38f8a4574af
addons/fmod/libs/linux/libGodotFmod.linux.template_release.x86_64.so,ADD,runtime,native/plugin dependency,,2124216,,103aa36461067c49a321a15b0a34ecec090b45fbebfd64cd618d52db73130f6f
addons/fmod/libs/linux/libfmod.so,ADD,runtime,native/plugin dependency,,1688248,,d2abe192c8ddd8942d7a62f2c7ff674d73423ea9b1be6b087e5de0cfb30bc4bb
addons/fmod/libs/linux/libfmod.so.14,ADD,runtime,native/plugin dependency,,1688248,,d2abe192c8ddd8942d7a62f2c7ff674d73423ea9b1be6b087e5de0cfb30bc4bb
addons/fmod/libs/linux/libfmod.so.14.6,ADD,runtime,native/plugin dependency,,1688248,,d2abe192c8ddd8942d7a62f2c7ff674d73423ea9b1be6b087e5de0cfb30bc4bb
addons/fmod/libs/linux/libfmodL.so,ADD,runtime,native/plugin dependency,,1934704,,b6405f30b5d52cc10cdfbd554c3a86a76a3b6b95157faf8ffcd9a7d3876d8553
addons/fmod/libs/linux/libfmodL.so.14,ADD,runtime,native/plugin dependency,,1934704,,b6405f30b5d52cc10cdfbd554c3a86a76a3b6b95157faf8ffcd9a7d3876d8553
addons/fmod/libs/linux/libfmodL.so.14.6,ADD,runtime,native/plugin dependency,,1934704,,b6405f30b5d52cc10cdfbd554c3a86a76a3b6b95157faf8ffcd9a7d3876d8553
addons/fmod/libs/linux/libfmodstudio.so,ADD,runtime,native/plugin dependency,,1622616,,cc7a86fd2b53028be8974b9f968040dcf32528bac9eb52c448ea0f66c842712e
addons/fmod/libs/linux/libfmodstudio.so.14,ADD,runtime,native/plugin dependency,,1622616,,cc7a86fd2b53028be8974b9f968040dcf32528bac9eb52c448ea0f66c842712e
addons/fmod/libs/linux/libfmodstudio.so.14.6,ADD,runtime,native/plugin dependency,,1622616,,cc7a86fd2b53028be8974b9f968040dcf32528bac9eb52c448ea0f66c842712e
addons/fmod/libs/linux/libfmodstudioL.so,ADD,runtime,native/plugin dependency,,2513656,,8576a8416722d4999abd6ed0c372ed58aa908c99319ee95383ac1a43aead920a
addons/fmod/libs/linux/libfmodstudioL.so.14,ADD,runtime,native/plugin dependency,,2513656,,8576a8416722d4999abd6ed0c372ed58aa908c99319ee95383ac1a43aead920a
addons/fmod/libs/linux/libfmodstudioL.so.14.6,ADD,runtime,native/plugin dependency,,2513656,,8576a8416722d4999abd6ed0c372ed58aa908c99319ee95383ac1a43aead920a
addons/fmod/libs/macos/CopyPast_Fmod_Libs_Here.txt,ADD,runtime,native/plugin dependency,,0,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
addons/fmod/libs/macos/libGodotFmod.macos.editor.framework/Info.plist,ADD,runtime,native/plugin dependency,,790,,00d063326a33035e5b92325e0aef27281666a7cc8cfb8252d5554f2381c998f7
addons/fmod/libs/macos/libGodotFmod.macos.editor.framework/libGodotFmod.macos.editor,ADD,runtime,native/plugin dependency,,2003304,,7ad1b141911ea79cda0c2f084f20a1d8957271f399fd6d54e0ef79ac9df86c34
addons/fmod/libs/macos/libGodotFmod.macos.template_debug.framework/Info.plist,ADD,runtime,native/plugin dependency,,805,,31a578e7a604bbfb9acad37879298cfb6fc8aa6d76d283ae3cafc002c5a6f0a4
addons/fmod/libs/macos/libGodotFmod.macos.template_debug.framework/libGodotFmod.macos.template_debug,ADD,runtime,native/plugin dependency,,1821256,,26bc46323ff9e40200c55d2db8a6f5bf3972e0463daf3c3656ea88430ed0ef80
addons/fmod/libs/macos/libGodotFmod.macos.template_release.framework/Info.plist,ADD,runtime,native/plugin dependency,,809,,ad7b742865fd2b35f7dd8fa586b5a953d97ef4a241d038b908cb37ddef12a848
addons/fmod/libs/macos/libGodotFmod.macos.template_release.framework/libGodotFmod.macos.template_release,ADD,runtime,native/plugin dependency,,1754952,,ac16ab387eaaf3ddb44c82a1a2b57a66c194651160e782973ed6c1ee979cce9e
addons/fmod/libs/macos/libfmod.dylib,ADD,runtime,native/plugin dependency,,2586720,,f68033e8fcd495bd0cbbe92eeff26694515a12a0676fcd83dce95223c2e07755
addons/fmod/libs/macos/libfmodL.dylib,ADD,runtime,native/plugin dependency,,2982176,,b0b61f76a199016160b6a28fd6039d260d1260c482d00b9a697538d11db69810
addons/fmod/libs/macos/libfmodstudio.dylib,ADD,runtime,native/plugin dependency,,2355424,,debfd45d958833f9747a722c8f997e2c07dbd9fd79f2de35b1d21d5c15eaea4b
addons/fmod/libs/macos/libfmodstudioL.dylib,ADD,runtime,native/plugin dependency,,3856672,,cdccee0833a2525df478648e4f6c0074df8916acc06cb978a102928c30e4c72f
addons/fmod/libs/windows/~libGodotFmod.windows.editor.x86_64.dll,ADD,runtime,native/plugin dependency,,926208,,890695d3440de5e90067f334b1e409a55543a81e56b4b1ed0ca7072a58e50517
addons/fmod/plugin.cfg,MOD,runtime,native/plugin dependency,101,188,74fca6201c092be48c0968057f7f2e30d2f5558dd55611563a31366dc4a22ffc,33491cb0583e43b7952b1ff91224aecb7f1667ee8d4bd260c3e62e33f5a6e0cb
addons/fmod/tool/FmodBankDatabase.gd,MOD,runtime,native/plugin dependency,1548,1612,5deba1bc8083d43bf2f7074439201c4c6bc4762ee01cacb1fb5e54da3cff2b60,b335c5ea8ac3624ae0e3ce1032851c6cdf39140b5c5a25b7311c84720bda0ad1
addons/fmod/tool/inspectors/FmodBankLoaderPropertyInspectorPlugin.gd,MOD,runtime,native/plugin dependency,829,805,24b1881f73efdda74a4795b6f1e6e16c9ecacd03cb756bb7af59377f5751596c,3fd1b07e198e80ca99a8d054b0ca560be03091640087ce66ea97993f4af582b4
addons/fmod/tool/inspectors/FmodEmitterPropertyInspectorPlugin.gd,MOD,runtime,native/plugin dependency,1109,1083,45095f1c29e95726151a1f858fb1c1ef4edbff8084e1f3b7ee710722dd5ec88a,a38395dcf9957a2389a21b917811b3f2ca3b06c4b920bcffc0e8ed0b085d554c
addons/fmod/tool/performances/PerformancesDisplay.gd,MOD,runtime,native/plugin dependency,2935,3130,b55e95e12dd5da9e081760e8caf0de1864a0a615588acc6a4e1db2b03a7e0d91,a16c88dcd81f3576ef00b5457284bfd071906a9406893eb1d6f54f77dd3f1599
addons/fmod/tool/property_editors/FmodBankPathEditorProperty.gd,MOD,runtime,native/plugin dependency,3509,3307,53817cb3d6c3e1d7e4b2a1312d6722f24dc3fa85028b8923b0e05d3b6921dfb3,c6f0c8b9792e5c3a3ded923e0388d1c077d2ffa4216f766a32ecd22292001463
addons/fmod/tool/property_editors/FmodEventEditorProperty.gd,MOD,runtime,native/plugin dependency,5128,4749,0e1cefc5ea65dd1cacae73757682253c13ae456c5884b55e57fd0f742763ed9f,6cf7b3c1b7857267b16e85c0ff3fb6680779691e4214c44fa2555a479c920422
addons/fmod/tool/property_editors/FmodGuidAndPathPropertyEditorUi.gd,MOD,runtime,native/plugin dependency,406,394,ea1f6db5869e99eecd3c35f1cd4913e43e4961a0f6b34d8f7ec9ef9935fcd6a4,55aa164a6b3b6f71e76bc6a53f6cac183bac72198e240fe98a0ebb22c602b8b6
addons/fmod/tool/property_editors/FmodPathEditorProperty.gd,MOD,runtime,native/plugin dependency,1547,1480,f92720a5bb981fa17b46e516721350809d8f6daf2c2e2e05b972678ec665c4f6,b757adc1070c330ce3d9151f635eaf92ca532bd8b00bb1f2b28c653ae3413a0e
addons/fmod/tool/ui/EventParametersDisplay.gd,MOD,runtime,native/plugin dependency,1005,1004,5c51dcfdcce9dcef1317da66c36f02819850e8fe72ed92d757260158cd0979c5,a038ba22f83b9bb1028cde7a3283a326f78588f5883a90c2c1b849947657c233
addons/fmod/tool/ui/EventPlayControls.gd,MOD,runtime,native/plugin dependency,1369,1347,c4e2c8622ec02347595203929c6f9d59373aa206a30a7ec671ed26fc64537c47,e24d320a3f72802291bf334954a9b8e62fedafbb299f21f800ce5daede7ec5b4
addons/fmod/tool/ui/FmodBankExplorer.gd,MOD,runtime,native/plugin dependency,9444,8611,04b7968329d705f72ce3c74d4f27c9f5f97c5f6f253ee03bf2133ab6f3da1c02,49802841df2bbe0ae0d9076b34a15d73ab7c7892c0cbe4674f246ebf74602873
addons/fmod/tool/ui/ParameterDisplay.gd,MOD,runtime,native/plugin dependency,2233,2059,fb3c9548d9b7eae05c2d2ca9ea47f1af10d6d908bff7b6dd28e780e7c6d273ec,0c92c7c49709867b1c002a7e4c088a0225fbe0262ecad3370023306fea7a6190
addons/mega_text/MegaLabel.cs,MOD,port-mod,modding/library helper candidate,3389,3973,44aeb26abfacc66a51074ffc41939d63db3b9b38af3c5eb38ae2b9b83b7519ff,2fe928e4573b81bf490bcca1589270cb92c1e65d201faa6c56497cdc38ba198b
addons/mega_text/MegaRichTextLabel.cs,MOD,port-mod,modding/library helper candidate,6768,8832,fbad85dbb414afbf35d0dcfaab87e24e6e6fab1e732af8dbd096c9396ab365ba,a64b3833d163da9ea4f7af4adf3013a75e41f366162fa7f9eceab46442f46469
addons/mega_text/ThemeConstants.cs,MOD,port-mod,modding/library helper candidate,2593,4499,271c31043245fef0073e128341f83064684b6d08d5f74ba0622b987092ac3dfe,11a0109617d4fdf3c7c514cfd960d0149574748c2122a79b8cba260c5cbee606
addons/mega_text/mega_label.png.import,MOD,port-mod,modding/library helper candidate,833,950,42aab1d7170e734d48423005f419fd3f454d17ea868e452cfb648e26d72764fd,5215cf001cf9f12679a48ff7c049afe5aa44e3039a7908e8cb8c2cdc234c697e
addons/mega_text/mega_richtextlabel_64.png.import,MOD,port-mod,modding/library helper candidate,866,983,80fe5f77e1234f56c7b15a1c8a94f621fcf62657190f9e27e2ba4b20c112c2f3,1b52d97bfa15501fe0435f4e68d0112715a56f19c01d02b84bea1436e52f905f
addons/mega_text/plugin.gd,MOD,port-mod,modding/library helper candidate,531,711,f37f566649547ebe0d35dffe9c52712feca5f596746fe169b727290267bedad4,da3cc03bf6f46fd1c9866023652ce0b8d9f7825fb44450e764b0869da721fd82
addons/megacontentcreator/mega_content_creator.gd,MOD,port-mod,modding/library helper candidate,18199,18381,69f10cf122f027b9b8c0bd4533da0eac3780f7ed32d7b5e43ef9b9e9c8e103ec,9233350a8b8c37e66f522c976cf5bf7308f66862a7e184d47e609c70a8b15f49
addons/sentry/SentryAndroidExportPlugin.gd,ADD,port-mod,modding/library helper candidate,,477,,aab547d16cc68bd70acb9468eade14b22417c8f43394b2a8a43ad59e4bf72cbb
addons/sentry/SentryAndroidExportPlugin.gd.uid,ADD,port-mod,modding/library helper candidate,,20,,c5ab997143ef499cb02fe185cb3779247fa2e1b268da1d1c06c04b707896d8fd
addons/sentry/SentryInit.gd,MOD,port-mod,modding/library helper candidate,5572,5207,e94fdb0664e1917eef66fc460ee42781c79ea57148d11aff785ac83a330e50a0,7b9068bd12d90b489985f18ff7a922ad7c13e6219157aeb096526b4679237823
addons/sentry/SentryPlugin.gd,ADD,port-mod,modding/library helper candidate,,283,,bcbb8c766f29c696bf0d94bce2bde121412a8450a4d80207aceb8d09d08a9867
addons/sentry/SentryPlugin.gd.uid,ADD,port-mod,modding/library helper candidate,,20,,656a1e5f09adfa6d915eef70acc775a0638f9af71718d5446b034cf7f9a9ae17
addons/sentry/plugin.cfg,ADD,port-mod,modding/library helper candidate,,160,,f5c2cfbd977f0fe989307269e745b87ffd83cf4b81b83109fa2563ab44f0653a
addons/sentry/sentry.gdextension,DEL,port-mod,modding/library helper candidate,1682,,4f1eb3f2c4b9f0c4620d60156d8ab17cec7e31505bbe5a396fa3babca3c5c69e,
addons/sentry/sentry.gdextension.disabled,ADD,port-mod,modding/library helper candidate,,3448,,9c79c448080f6348bffbc1f19e8c436d2984be0b1dd59126cd8fd073b3585ee2
addons/spine/spine_godot_extension.gdextension,MOD,runtime,native/plugin dependency,1986,2056,c68654b593fb6fd24997463d7fe48a3e69da531417c7eb68d782a3d95e2ed31b,ddbb782a79660676d490b7dabbbdc6e08d867c26a50b854e434f911f650c64ec
android/.build_version,ADD,runtime,APK/Godot/Mono/native runtime layer; not a normal MOD,,18,,0b33f7e145af3d3d59b40696e8d4c1ffdd075d399610314673804bbacdeeae67
animations/backgrounds/mainmenu/bottom/main_menu_bottom.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,934,1238,1ead036207e75f5fdb11b1dace4cec54b3f0d52a186e1742c60070c03343e00a,8c5d40f1ffb2984f290b36214282def9a18accdceb0cd29400a32b3440158c84
animations/backgrounds/mainmenu/logo/main_menu_logo.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,926,1226,b28e6daaeb318f6663fc33f8e7bc8b48706bf4e9ff3b6182a1aa17816de296c5,e915bb31d8f31c8a493930212e1ac9d30fe97aee09b6ae0a18911af9b3f4f747
animations/backgrounds/mainmenu/top/main_menu_top.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,923,1221,18a02934d0058680c1a81dcb855a0066bb9c0fd589605feaf6429a4d1210c10e,484862607d27d48c47d7d687dd558164e1a1d0cfd6455e7fbf083e8d8038dfaa
animations/backgrounds/merchant_room/bottom/shop_merchant_bottom.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,952,1264,9cc880afd2165d9bceedb90292bf81a3f9e79f9214a9f3444c4b569affde7034,ad953a11a0ca8432aa20a84cecc902d88845d8ce0f15b54594bfe7d98332821b
animations/backgrounds/merchant_room/hand/merchanthand.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,925,1221,9f52c4672cc2dc847dab2c8c016487577cafd42449761c76239db6bbc1127d97,22f446673e62d5e241f77d2b5f2eec0b855137fa0f0cb24c5bce76ed7242b788
animations/backgrounds/merchant_room/hand/merchanthand_2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,932,1232,3707430fee283414355fd1e7bffb008ee4448102e81587f316685001986709d5,f2cfb16e533488871f0f745e5f50d5ed7e5a404b0e648d76e6299ee458a9478f
animations/backgrounds/merchant_room/top/shop_merchant_top.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,940,1246,b7cb728eed52144fc2c845f9dd473abb0454dee354bc1dbc4b2c8d6c64da5925,d2157cfe588b94ce282595b980daf838a13eac381211bd52c61f339d9b2f9795
