path,status,owner,note,original_size,mobile_size,original_sha256,mobile_sha256
images/relics/toasty_mittens.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,903,1203,bd33188729cf32c7e02baf65d1b5220084ccd89c997e939cb4851d7cf5576df4,77309e08cf4523c8e4e699a5f430d35e04de8177db6d350967c254e1ed074afb
images/relics/toolbox.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,882,1168,f4c299dce34a7eeb1818a38926aba4725e700ebf0f70eb4d86d1b7ea8dc2c66a,54a6ed2196ea6a287091276346cc126574f904a040bc6fb1e94c4b7f0a3c5332
images/relics/touch_of_orobas.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,906,1208,02cb6dca9430b061caeccf2b92b103cc545f66ed56327b57b29a3b470c6af3a9,08876664f799629d504b69c0a324a541667eb81f5e0d9671aef4d7edd574eaa0
images/relics/tough_bandages.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,903,1203,45812c64928e131e304f256cec82dc157c2dbc29d2b224fc9a35c8db41e8c555,0fe482ba05d3da068ce46be242a050a559f0146ff37a7c7d094780786a5db57f
images/relics/toxic_egg.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,888,1178,a730237a0334b120df8085b6dba44a42e4e4fa42c89fa7d4ba1d9daacd15151c,f36e25382d62c8a3c27890e0909d4b93e178033d3b1e29ef4418043db03e09dd
images/relics/toy_box.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,882,1168,da81e7484e6afc0f4b93b082b810ca45848eb7973f273420d51e5f846ebc0913,e4a4749b122be58ae548fbc95adb0008aa496d3bb59f840069229dd3aee125b6
images/relics/tri_boomerang.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,900,1198,190be4a4bb2ae0de1d7e7340ea18c7279dbdad88385bd030ae9f4ba66d1f9728,f428387e7d429da086314a7f3ca9d6c165eefdf343e50ec569a0c297bc66fde0
images/relics/tungsten_rod.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,897,1193,3c93ceed67e2241fbc356ff8e3a617e988a93d473927e1bbfd9d1c9e9c48a6fb,b0cd7c9daef194b3c4d38fbf0d8b4e3fc1a4a8d9d1f2dd031af6660954b2b4df
images/relics/tuning_fork.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,894,1188,09f68d1006220957768bdc415b0483751d572634c4541521bd5f55592cd28ff1,d49c16f9e3d7b110bb56707e47269f58ae896e6736697e2857d646da9a856487
images/relics/twisted_funnel.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,903,1203,8637d95038626000e1e4e1fe906aef450ab26285f59101671b952413e423af34,83fea5bf8d0e5960b473ecfe96bb6924f42ad7c6f8089b465d3205e15dd02d28
images/relics/unceasing_top.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,900,1198,24b37df2576e4b7c51b25090a17aeb0124a8729c1b6b7e4231539e6f7818308a,d6eb02cd31595e2465e76987105cd534723049a3321f1edabe755a4672f8a80b
images/relics/undulating_mass.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,906,1208,0b9bcecbcb31254626f76b2f4bed3822c327bb4547697e87e50b8b5762a896ec,9b66b372efb78c0a1e01fe5a511c696914c8bf729a392dc0d96076d96d2bec83
images/relics/undying_sigil.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,900,1198,9a8eaaaeb7f833bb970aaff86a385d4d5bb5a774a982abe9800f242b86e3bbfb,f671e85e040be2e8d0caf87faee877c388a98be289324148a57a71e83ac0c245
images/relics/unsettling_lamp.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,906,1208,5a323b0d779ea5c4a0ac3dbbd7a32061337005d318957359e4553bd495879726,17966bff086de92bea0aca2c38288bd3701fe1708677323783a3a061a7d2cf74
images/relics/vajra.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,875,1157,e270912cf7199ea14798c00cd3764c9cd978455522447dd0da0a392ae57c4de5,d01644b0bebf458f1710cbd6ebd24419d5dcad5e69482c6e420de10a328fb704
images/relics/vakuus_cape.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,894,1188,bb36882b2302490f279fd1784a7250a8286a59c2bdf5f9b62961a512e4e4985e,90efed49cb81c2a83b9a59eac16def07a9c2a00d9dbe20d3c6da7e8e6d8b9cbd
images/relics/vambrace.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,885,1173,717fe998c35a8424d2d893f75cd20316d8a1d8657b511378b69cc6e6dc57597b,c3fed65344072c918936b595c770f011dd227c837439ff396cc30d9cef6abfbd
images/relics/velvet_choker.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,900,1198,5251f2f80d086ae66a204659975ca47fc8867672a00cb14d066f0b87a633f421,f6ce8f42fab91f708b51998f42d1bbed584eac54e81083a717dbf53f12e2673d
images/relics/venerable_tea_set.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,912,1218,b1ecb67d97d48e65579aa1d6e717fc5e9e06404362ec47cb9514bfce6f7cf4c5,35aeb9c3d439f68ba334c454670527a91bdfb5719b830c10c82241aae5cbd36f
images/relics/very_hot_cocoa.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,903,1203,0b3f75a960a83a3cd50284db54e7b1b31f872820653336299eab4be90f706bae,568da08e36e7896b0ba550c2f71b2c478dc0c1aecb9e056ffd822abd01237050
images/relics/vexing_puzzlebox.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,909,1213,2d3a7f44ba43f5635f06569ec912c2b5aeea512fd8cdbd6ae8b52b5ebb6889de,0716d5523b1893d9a32472ce185ced43dc9d776ca004130ef0b23c49ddb7b9f7
images/relics/vitruvian_minion.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,909,1213,96b4695197fa3932d31a33c438e90a9424273f522a00529b24e8aada15f99193,324d048053413029c55db9100ae4ab35349255a3e4dcf165fc32b1f48932f1f0
images/relics/war_hammer.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,891,1183,bceb9991cc6c316e261fef3709aba7023a405839dc83be5e9e990eb9c297540c,93b6b8b7982747928123e2333384123cd3308f103add121adbec1cd563226a9c
images/relics/war_paint.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,888,1178,cf0cc3463cee763eec7b74e51f133308a2003a011183fed94fe6f1f4cfd0b455,b7314f66ef1f4bcc313169b3058cf38795c79c0c9d5ac66f8636ac17ccf92a34
images/relics/whetstone.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,888,1178,1640e34906ee397bc85ad42c40e08846aeb7319252ae6b9792d8c0af05b9d305,cea33c0c104e38ebd3d9c41b6c7dbf31c89c58df8af7b06751cd17dfa1cc7711
images/relics/whispering_earring.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,915,1223,4d1711ac79835fa406441d1b90953226565433958ab08ed913db11f20eda4522,baeb9ea11b010ecdd980aaafa2e6adefa04a7c941fcc0402acec8d1ca689b498
images/relics/white_beast_statue.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,915,1223,b15edfa6d8a4c0f1164d72d942bcc86c5cc01709f48c620dfd93c83ea020ff6b,f9db8191766b25da271817a3ebb2b0aa46fcc090c55cfd8b3367bc25341f79c7
images/relics/white_star.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,890,1182,1e3a72c4b23b1cf4dffcb1445855c8f3aaeb92591a3fb5b563c84ad115b014c1,4a6fddb896e376e188a8e9a0463a9847bbd1361c02ed6bd99637e6971523db52
images/relics/wing_charm.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,890,1182,c1a4d4fcc7a28c739904cf3419cc254789b43925d2eeea2260775385d8c409d8,3ddffd312ecdae2e29dafdee44d6d865c8d8fe4cebfdd9ae0d7bd96f533b2649
images/relics/winged_boots.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,836,953,1c9e9e924f655613cdf9e99a0f3ecf584a7e6f90498f400e08c28ed84bff20a9,70323f2bab2949c07ac0450904b4fa53d9d19e29daed6f6e60eecb21d37519f1
images/relics/wongo_customer_appreciation_badge.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,960,1298,a594b30d6e9fd39d69d79453f2087f2e5057539cc062198c77761a2469622393,390badee74fd79d637f90398135fc776fe12a9634c393e18cdd36fec1c2f40ed
images/relics/wongos_mystery_ticket.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,924,1238,eb92abb9c747c400a06adf313f92be7c57e02af188e5492e5a3258441f64fe2d,8b542776b78f1f158fe3e01da6166c05d22bd4c0e9d241c628a3e6469af5f661
images/relics/yummy_cookie_defect.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,918,1228,4f7954595a69aa15ea26e1e2d170e6c640acd1e987162b3cdf6c3453565b8947,7cb98500438c90c8b1d1d6c1d30ebbfd15fb8c82df8adfb13153152b96103c3a
images/relics/yummy_cookie_ironclad.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,924,1238,58a3c3e47b2ef25acfbccea416f7dc84dcf953229c3b454790eccd9fb8a53598,270dfaf8fd943639939a0aae37d21e3251f7a2ff657f784fb2f203189adda12d
images/relics/yummy_cookie_necro.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,915,1223,7e3212a0f8a912e0439640041ed283641ce96693d9829c280b1295cd1132caed,76dc4a80128f964113407537d04fcd67574e47bac715c0d8672f050860cc9f0b
images/relics/yummy_cookie_regent.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,918,1228,026a9f993c2a9674febaaeb8d726ec95ae8c76d482eb7e0fe1d854a783129979,efb82c2fccdd5d3f2b4ccff56b9faabd4aa96c04f44189a1adbfc2a0b5237a20
images/relics/yummy_cookie_silent.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,918,1228,e246988401e54764af0c133a120371e8d1f058aa711292c687ae594475bf8450,54b69360f7773c68e83a613c9e3cd0fa9dcb1c1a99a1eba07012dbd4e6fb8a80
images/rooms/architect_victory/architect_bg_clouds.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,934,1244,8adfc250586b0f7a57765632929a1e0601c9a45126b8f52c6f6e0f0281e752cf,911c62ee4cc3b3ba8c65e29823f98d6eca429ec02928a6219c5cc2d9b93efed6
images/rooms/architect_victory/architect_victory_bg.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,938,1250,f8e58f15de931334f3cf5ae0c07830dcfcedb86c2984bdf41dce1ffd27e7f02d,e3d7d19460633e2121d0cba1d7b2154d4a30e2e1f05e89947f66b2fd7ea3bf8a
images/rooms/architect_victory/cloud_sheet_architect.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,941,1255,8fa5fefd895f7c7a55df1f367ab5717829b0950c8b63c6094b4b8498270adf27,dc0ad403bbf7c115c7fcbf2835b465ef6d21046c7c37365f8fbc77ecfb5637f8
images/rooms/architect_victory/cloud_sheet_architect_2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,946,1264,70908236c1316ad098c44a18159b52507a661af155abce97d7e4d3bf5c2614be,9b86a9472bf31b9930f6edbb42273e247a75725898cebd8b20536e03d99241ed
images/rooms/false_queen/false_queen_bg.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,914,1214,23bff8ae287a2da472a914bd3a629122f2bde4618f0cc1cfec75ea10952936b1,ada39cb99ba0e2fe28cd3a6250f374ff19729d251750e0b9592a0d36f429fd56
images/rooms/glory/glory_00.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,890,1178,0dc7a6fd78149fcb03e4b441f4c9ddcc596f9e1b11921367f31ede1de0e936c1,c6226474bd4954ee0e8d5e1598ff408b5efa3059ca0fd58e2363007eef0b6b47
images/rooms/glory/glory_01_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,4fa4c3ed1578035087e40057cb2888b0becb1dd497a16373d107800abb234903,be17c76cc499a43aef0164ca92836c49bf0ad9e199a6d26783e089c4f26c833c
images/rooms/glory/glory_01_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1187,1bc2c6777ad41133bcb2ab0152e33ce074b92054b01cfa01dcddbb079cea76be,3d2ee1534b38f1ddd1e43008cbe933331b7bcfd9f3eb072f709d54274f4a1377
images/rooms/glory/glory_01_c.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,564c56cfcbf2826cfb869623596e780d1c175f9aef62e6dddb52552eb0a39b1d,81e9235ff84bbda72e175271eeb404a2ee97926e57fa71761fffc2d7691de328
images/rooms/glory/glory_02_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1187,126674c2856739f1e64596f935197d6aa21ba0139aa8512e918d873ecfe8ff4a,66f7ddc3342e54919c138b20a8671f9d0fb7109adf70a0e89276f9f1f8b41cd7
images/rooms/glory/glory_02_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,dba9e3fca5a5639d50d50b5b2f58bbc972654146478f962fb21bca6c578a5d05,6ccc85f88a243a75987e08b7da0e3f9a4fcf4f73970623f9e47ece120977a23a
images/rooms/glory/glory_02_c.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1187,68af74c11f4ec0ff1e6fc7f12631b0fe769a8c3eb0abdfffd3a5c155f2b31780,258d7085d3be811416f839a171a1fce3823e19a3fc41c14903d3ed2086aae9f5
images/rooms/glory/glory_03_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,895,1187,91b154fc9aaab1d3f199ee12d62d75502a2462445df19058b6dc8685c78614eb,e7abd14f46c95cc50b20921992cbf3633c74274fd36a2f51e1044c64b3c1f3a8
images/rooms/glory/glory_03_a_flag_1.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,917,1223,38b226f0c18b05b43d87f8d8a88bd2739a6218a593baa2fb7242af0980c1c303,6f9caa15b7915bfee844b9d635669c2f39a4ee781ca288eba4c1f9c3a266111b
images/rooms/glory/glory_03_a_flag_2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,917,1223,5d1b6d3dff434c28e69185da04dc6a669424d28efcaa767e841f1163bd223aab,34c862b492303f93a23eed7f5177eadf0d3464f1db2b64413b487884a6376d34
images/rooms/glory/glory_03_a_flag_post.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,926,1238,1dcdd2853a531af344666afc2b86c0d62821517f0a20385cb2d17181f271935c,1b266bc607992f4c274519e87cdb37da7e516a6cb2f8e056154f03cdc6c48270
images/rooms/glory/glory_03_a_pools.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,914,1218,43f7c2de978a41aee893dd6684318dc3df4a1635b03f328e8de429ac0104c331,1e7d510a95f749c5479b18c0aaaeba7a5e12c319818bac3da89aa63512eea990
images/rooms/glory/glory_03_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,0c20ded5e294720160630cea1b05bc090b49727e41aec5d01f212f53ba7764fa,afd13c5d0ddd9c58c4a0d337fb01664a9d1fdac36604f24d6bcca769a43e11b0
images/rooms/glory/glory_03_b_pools.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,5e263a9c30db8530f391961727d03da9817c5ef60b8eb8c2efee1769c04124d8,0dd964b233331b5009fffad9a8d24539fd4f5ab37f5b3a3824ae9a59457e5723
images/rooms/glory/glory_03_c.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,d11be6ce63d348f4ebcd7a2c7d6b52213e6f271c97f2220fd182b943391480d0,7d5e70b84bc00d8d7bc75448524333f13f7232ed893c1942bf365601e3c51efa
images/rooms/glory/glory_03_c_pools.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,fe0d3b51e3fde817b28a3efb3e70c81674591b6b782fb9f4f2d79023baaaafd8,4e895f8c6e1dd867e7040a68696a611f1d627db0ae42fd48857c563d4e41f6d2
images/rooms/glory/glory_03_torch.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,908,1208,9e0ee761b985b8babc2d2bbfe2b5f57121c8f3a6a64dff787808cc3b3452e712,e02aeedaeb6c2c8c3c6b218ddaac416661e8539b14aa837887b0ef2c50504314
images/rooms/glory/glory_04_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,515b9777a809894d87477b4b911a4442a691c152f5cdbc372831927e839a0750,768bd131ddad3859cb46c9756c6368d97e24469ccae382db22515df92aedf208
images/rooms/glory/glory_04_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,896,1188,74541edfa5d6e0a5d9dcebdf6923ee1fa2a44987c43a46b59988f368eafa2ba2,de18697e30e64d9d737dae1ca03207d9ca8164359c2568f308d664d92272e436
images/rooms/hive/hive_00.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,886,1172,f66b98d5e8e81f6e665b20152fccc4aa0d9c0a6cd68b2a54b8277ebad51bd402,ae86720898eb417e490726abe1488b02aaf388da2f608eba897d8841eb40ddf3
images/rooms/hive/hive_01_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,c8ef98858d78ad3f8a1fe29b368c367cfe782e492d53269e8a2a78641fa22466,e769b3080236fe6f6557c144918cbdd7bf8fad15a9fbc688b5d312904df8109a
images/rooms/hive/hive_01_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,891,1181,62a4cdf5f67ea9c1203f2225195744a88e6719494407ef5b3eaf6c951a004020,fff9392b754f963ba5448aa40292fec11d02ef6dac5ed74dc277f6ce108e223b
images/rooms/hive/hive_02_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,891,1181,6f97d74302c623d1740a9e13d28116714234bff8aec93a7ff6dfa6980d192f92,fccbfb1bc443f6bb137c52fc178d42b98d67a7d6ce8d02874ac84c60c817fb7a
images/rooms/hive/hive_02_a_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,dc601c731406d3e63953600f92b49413814f875973720540d207f88a765873dc,492be5ba5cf92eb1061aab9e4066604ec440df27355b615b674b718e9e318692
images/rooms/hive/hive_02_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,19c55886baf61e6e034463d61be6b0e63709835deca79585d98d290e8463cf79,9e58ca77c3f84373b02c0291e018f13f957a9a546114ee7e998110c9b9330baa
images/rooms/hive/hive_02_b_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,912,1216,92cb0df7688e45543e0a8b7e6003a188795b80adac3fde9229566f072b808443,d9ec81ed280913c657715bda6c313a2eae719e410097744c04ab93c05783e639
images/rooms/hive/hive_02_c.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,d80aa378617e544399c3fbc6c4ace455f46adb5c9d4c24d248ce4009d0d095a5,bff4ca1e04627271c7a290a6d0006d319edef0f1048bbac55e7ff9d054409966
images/rooms/hive/hive_02_c_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,68c6a5d3705c5e1467066074fa830217f580a89880334b7279fc3e4ad215e0bd,6e365085883202ba9e7fdaf1cb114f7140a3ed99319b138632a625cfe3af576b
images/rooms/hive/hive_03_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,5a17ed017f7d580737b3da71bd678f5b20cf40aeadb618f527b980d5514e100e,0b30304263709d1672bee586863c9d915a2490af00448644315b585e89deddd8
images/rooms/hive/hive_03_a_blob.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1207,12ed68dd135dd163b435580a33c8388b0b08517b298569248ec2f82a13ea01b9,14e275998f439e29072dd90dc56f09ebcda890fe9400ff6e3dae8003d33d1b05
images/rooms/hive/hive_03_a_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,4d96cc1d2212efb880e3354c1a1eec3f1618f2f6b5b079898435d0465165646a,9dbaf5367e49c12120a2ad4751196937a50f16a9dec016d5e63cb8ab03671f6c
images/rooms/hive/hive_03_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,07de316406d1037441558980b2c3caeee1f4a57b569b31daeadfa163dfaea6d8,6600b7b7593a145396874be12da41bfded05e471ca7a8e242c937acf7c246c59
images/rooms/hive/hive_03_b_blob.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1207,a36edf8fc85da6de818fbae67a6a9f58b34d53416dccdceae8dc727231f89828,8952e306badd854bd4f9e4c1cae3ce1dd5b8a74189b8fabf05682fe569e3a482
images/rooms/hive/hive_03_b_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,912,1216,5a52d7f1e26fba03a434b0863cd22c84c5c87e4b566454830421a74010b50191,defd16bb757fb9cdd5aeb400f822dfbf63dd356fe31d5135289400fc71713a95
images/rooms/hive/hive_03_c.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,9e4e8f43beda2ed356e62747780d3ff0fc3f758f98e311dbdee800238721a83b,92d265d7953faca4d8c57341d4f289519a7e8f0c5c5b2f1e34ca91f0567d111e
images/rooms/hive/hive_03_c_blob.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,907,1207,19df2971e6469faa674d4a6c8ff84801dcd2acb5e6911ffcf87e0f6c6126f993,cb103bcdea8b06325cd114359ac4cee767906195a0f2eeb366ab03807d9fd448
images/rooms/hive/hive_03_c_phobia.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,913,1217,eed50ce64824d11f8ed9c461e8672268fec790c55b3c2cf62c4292415ef94a11,01317fc2ce2d34da3ef4a2a2c50a3541bf86028ca56ae7645893f152e2992242
images/rooms/hive/hive_04_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,891,1181,8eafc617c7317489aa56ef1c605c96ba2b1e59726f5c5d865e54e3f99def68f9,9d755d536be048e5119f8174e42a2c1728360d538c257a55b8441645e5e536dc
images/rooms/hive/hive_04_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,892,1182,502ec83965de7f3e2365cffd3681c90424fe7d2f973a3e1763082a036c0f3e2f,70afed4c15151ae96ff21497e6eb9c2a997fab1cbb9247796d12aca24760dc68
images/rooms/hive/the_insatiable/battlebg_hive_the_insatiable_floor.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,982,1322,c29765d13cfb17113dd75ad5762b6dbba1bed80b8369876b287940f175eed558,8003957cd32c7f22a95c2ba7e30c738dcf26c8d634053b40d1a2dee7dcae9b34
images/rooms/hive/the_insatiable/stump1.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,897,1181,b974ea58227fa2c905c736f60b60f9bfd2bba7086e7c39e6c607427d29c6344f,ac0747ffea1887a6e350a9a1f294dbaf6633c8519a97ffa6fca935ed458081b3
images/rooms/hive/the_insatiable/stump2.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1182,a89bfc97c9deeb71cf17ed0b57a22d9e9122d26a0f850895afc3549e4f0dab39,8465f1bc2259d5e4174c37518b7e5061791edd5f5a8eb181f4a668a7a397961a
images/rooms/hive/the_insatiable/stump3.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1182,4887d3c52626743278c50676db829bdd272f37d6d6b153753116c8a443d64771,524aa3bdd07bfa5f81dca8d8d760568df4655ec12fe34691baab54842d94b55a
images/rooms/hive/the_insatiable/stump4.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1182,951c4d801e34c574cae7b92d81b176d7ab59c7b34be99842f4f53f86702aecb2,3acccdea8c08e21da8dde5487930b707cdbba7c287c81687124a290ed3c14e7b
images/rooms/merchant_room/shop_rug.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,898,1186,cedf14ed8465cae6e4e1d5bad7157caa30ba6714cafed1813b6816c1ad06fc14,7b274923053b7589b84c975239327165ec876492d5d16be51aede41ed06c1713
images/rooms/overgrowth/overgrowth_00.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,910,1208,c94f79c44996e25b897fea9d40f66a9182cc3ef189ce9130fce8cd193d9baa8a,c549d70510fe24fd05b38cf328ae3089ddccf2c3533562819e3107a9f7bd6b91
images/rooms/overgrowth/overgrowth_01_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,7ec49f38e4d18a7ab68c7526c2b7554c7875208ff953544414e36b226e4146c2,0b0a0ae2ea1a6e793fc519755eb0410d30f23ae23fdbcc7b99b2152edef21ff6
images/rooms/overgrowth/overgrowth_01_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,0f81363e2d9a23444509c8b39ea62533b2e36cd149250e21388673d03b8983e9,f70eac4d1f3c49bdc5a19792f84268c46bd66188d2aa32101553d0d078a9ff4a
images/rooms/overgrowth/overgrowth_02_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,0b41634ab9fa6820441a35fcc5bf0aa3518ed1643dff7a4b5cc6abb03f8de6c2,e0e62282ef3968f124aa8a9104aaee5b2e4c3cf091eab88802df2fc271d425e8
images/rooms/overgrowth/overgrowth_02_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,ad7aed28a494b20afb831c48e5fced34b7288e92c05d6f685fe994731a9e1839,382d9f5659395074ad014b2fd626190c631555ab452acbb3026dd9f5b8264d57
images/rooms/overgrowth/overgrowth_03_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,433337ff65a62ab3f60bac0076f5669c3122412544e8e609962ff20565447c10,fd5646795e78b790a84ef4ac61105a9941ccb09518b7578b75fcb30914ff3079
images/rooms/overgrowth/overgrowth_03_b.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,5b130f67f491b2694449748546689070c6eeda08d2e6586b15864aade2763b68,f08df3eb5a4313c3211ed3af6a3fb04ab4935fbfd959247bfa95281849308eab
images/rooms/overgrowth/overgrowth_04_a.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,916,1218,71854795ae4d88f81cdcf96a25be2d0fdc25e7d374002c654b3a90cb87ea5bec,d4be37254a02f1702f7736804b6ff6ea4030dd052ec62801c95db1a88048ccd3
images/rooms/overgrowth/overgrowth_04_a_1.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,922,1228,0708ef8bb21c2d2982054dd641728a4de09933e286169d25334b6adc386bcb58,f8689d6bd6e473fd725a506b5d336b1b2ae6ebeaf2386799dcfb192008c347c5
images/rooms/overgrowth/overgrowth_04_a_10.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,925,1233,bbdc2cb6253cddf536cbadc7985c32deae2a97c91b10871e4a6627ca04a85a8a,0066470c372d69da258d9389483b4953966f148fd35cdf01d2ac6410fed7b87e
images/rooms/overgrowth/overgrowth_04_a_11.png.import,MOD,noise-or-overlay,Godot import/asset churn; verify before overlaying,925,1233,b89df9942c589d65dda71316b6292b0bdd22ec2374b92490e1ed383f7d06e721,19d49d1c5432447d7b761d224abe3e5c9d246ee34a8e10b629ab29f8190b7ad7
